"","A","R","N","D","C","E","Q","G","H","O","I","L","K","M","F","P","U","S","T","W","Y","V"
"68",0.0653252521607785,0.0529089567936681,0.040291573146108,0.050825030494435,0.0265077609496074,0.0631304490660381,0.0408844725142306,0.0700703635224305,0.0293569228163218,0,0.0546567015055662,0.0998525184662168,0.0580568681757391,0.0216403465392977,0.0445127887266092,0.0447053493211559,0,0.065208715444714,0.0522156222402646,0.0142547444726143,0.0342888247519767,0.0685518387937261
"69",0.0662245975404201,0.0534937252356929,0.0398263107305192,0.0509619449150653,0.0253906656779493,0.0621603031994163,0.0405076777646819,0.0715606936391756,0.0288813552858399,0,0.0543946117294551,0.100912953038524,0.0566465194826354,0.0215196713897632,0.0448558948004086,0.0455508063698721,0,0.0649863702975861,0.0519109134457963,0.0144702575773117,0.0342066155671323,0.069569498771143
"72",0.0627466524006836,0.0500101771517114,0.0416675780291615,0.0513191923435059,0.026322174658293,0.0616235702093676,0.0391142637406628,0.0717910910760639,0.0282731163929247,0,0.0590984690565718,0.0981778225055532,0.0596416143502953,0.0231314838912498,0.0454151786197204,0.0436083569486353,0,0.0668089305146491,0.0523714442530154,0.014831425993782,0.0359021065626587,0.0678887422939532
"73",0.0659965310554367,0.0529663195842208,0.0395656213272921,0.0515936176146056,0.0251003141124732,0.0623383310367803,0.0411118770069295,0.0720809250239867,0.0278833812953096,0,0.0532800917484008,0.101749337497337,0.0556889169989332,0.0217092340325165,0.0445788591337951,0.0467373943230277,0,0.0660111625053305,0.0524818754104477,0.0145734493043711,0.0338506255543717,0.0697607068576756
"75",0.0668726653670487,0.0541304887585974,0.039759169076211,0.051733125669248,0.0261468021286199,0.0627204916386581,0.04099809866898,0.0712375822365336,0.0287110905404214,0,0.05396952692449,0.100960174997802,0.0565147000724104,0.0217368849396803,0.0446404479053059,0.0453244213205784,0,0.0645161092100566,0.0517321879330606,0.0143615173516906,0.0340350235531113,0.0698678830581062
"76",0.0653709343099682,0.0524774525901189,0.0399999076738663,0.0509343312784024,0.0253205433314308,0.060937228135632,0.0405927303651241,0.0708616289441348,0.0280556265475368,0,0.0543733407589817,0.102591680074493,0.0562405868551252,0.0221609857517801,0.0452889546127739,0.0462444891616021,0,0.0666050365978364,0.0528195891642771,0.0147288935518249,0.0341579746268843,0.0702245468165219
"77",0.0660962535793794,0.053109366357423,0.040279067883239,0.0508989750509868,0.0266592972854089,0.0626334473328061,0.0411198697798652,0.0704618633854917,0.029618915919093,0,0.0549026322030142,0.100653542362335,0.0574283389691179,0.0218654661812992,0.0446627179193886,0.0445167979666969,0,0.065277490108479,0.0522384504753,0.014198652282969,0.0342930621589043,0.0690818005756003
"80",0.0654564449644181,0.0529889536099928,0.0402154758343099,0.0511791493399487,0.0263228636364652,0.0627615990406217,0.0406995723967421,0.0705291126556777,0.0293465025242306,0,0.054967967533135,0.100012176817506,0.0577531996909382,0.0216395468830259,0.0445476409590346,0.0449327893807075,0,0.0648113066538966,0.0522222879465797,0.0141822561980875,0.0342608510718345,0.0691332513061052
"82",0.0665543131859092,0.0534625819620297,0.039838864511497,0.0512734744449114,0.0254302132235471,0.0624602968989095,0.0412426367062317,0.0708346111618782,0.0283967904909705,0,0.0538230909403478,0.102691301440198,0.055894733829906,0.0214666262372791,0.0448777311445362,0.0459914167374485,0,0.065717224642309,0.0519985305574805,0.014475305162763,0.034198582863924,0.0693726720595125
"83",0.0640165732681103,0.0520115902246214,0.0403946921262576,0.0507886858658813,0.0270623705737778,0.0623200453747867,0.0394321051049361,0.0718749838245606,0.0285520949464693,0,0.05742715165133,0.0991750788382379,0.0585564336243881,0.0226620686216455,0.0449516021087112,0.0444406077460471,0,0.0663687313224073,0.0516832470264804,0.0146866831403057,0.0351066192332431,0.0684479261742399
"84",0.0623020017524426,0.0526186102505275,0.0409742684853362,0.0523687527748958,0.0272205172947536,0.0588449487315336,0.0390397901471121,0.0790719009792124,0.0265543784160742,0,0.0530513931340039,0.0959335752006397,0.0533149755532187,0.0232875309425639,0.0428618845645382,0.0488337876307807,0,0.0697987502122501,0.0544403059336947,0.014713108774893,0.0335989049396735,0.0711219129037785
"86",0.0601788494211477,0.0491051441960256,0.0440259735891221,0.0510081324198876,0.028594099947106,0.060427187761495,0.0390201834854759,0.0711847775846292,0.0283297625992484,0,0.058949303240741,0.09597108727357,0.0598736576540441,0.0220763602166832,0.0449115765760948,0.044051630048614,0,0.0691435864326297,0.0537479669893744,0.0143342341528788,0.0365545038778355,0.0658826189796987
"87",0.063537916156401,0.0526261352497895,0.0409753274144261,0.053263298191732,0.0252685979898008,0.060612791250594,0.0386784258608746,0.0733258329382065,0.0264352325909039,0,0.0544829860572238,0.098543487679027,0.0555436358828413,0.0239443595809386,0.0445270074847978,0.0445338949701529,0,0.0683054582360811,0.0536890852578963,0.0150216490550787,0.0342715925817545,0.0723752854919468
"407",0.0651366726174052,0.053371866087243,0.0394410434886219,0.0501008404738695,0.0266948120899999,0.0617175865418815,0.0409294276988465,0.0706085269022945,0.0300281036885917,0,0.0536812398190021,0.10134056377398,0.0562102289920797,0.0213373229887526,0.0452818368368345,0.0452048533019159,0,0.0657283755322697,0.0513755665486565,0.0141949513226137,0.0343112611327669,0.0691271736102205
"408",0.0643523249066153,0.0529828919370184,0.0396466196675356,0.0497164852626643,0.0269631837406299,0.0613309006881055,0.0408473539921314,0.0686847763528305,0.0303006684393332,0,0.0545839723624838,0.101942171290584,0.0571903951427667,0.0212845386065834,0.0460792729964817,0.044265408793157,0,0.0664399890961261,0.0513927756815806,0.0143111876228465,0.0346362267992792,0.067973592474928
"409",0.065341399770604,0.0540775873414707,0.0389117604816215,0.0497882767159012,0.0273308295310273,0.0616601874199768,0.041079977799573,0.0695717083198043,0.030523891652643,0,0.0533530327069224,0.101545242828114,0.0562296084900455,0.0210961147546905,0.0454987923838005,0.044679069075649,0,0.0657167823245072,0.0510367698203636,0.0140567349233581,0.0341777535735119,0.0682739470159434
"410",0.065661754162294,0.0531722732259087,0.0393296299334436,0.0503566073696193,0.0258586728112424,0.0619768354830371,0.0406017136611839,0.0699726708310882,0.0288620616642889,0,0.0541960047359803,0.100756349110491,0.0564946781056866,0.0215326507236573,0.0450924314333763,0.0453776940156749,0,0.065679616493876,0.0519716676736754,0.0144914511588645,0.0342496190448412,0.0692921038856874
"411",0.0652759547356986,0.0540943822591151,0.0390489376595853,0.0497674489363876,0.0269161565749754,0.0612747497473281,0.0412615154348576,0.0701667690715413,0.0303643686794702,0,0.0535561322273822,0.103036294240439,0.0557559507656688,0.0211853811439123,0.0453971464424266,0.0453232213624943,0,0.0659523582504174,0.0514647695388649,0.0144075070953042,0.034255664144335,0.0683358863399938
"412",0.0654176959271437,0.0532641659058182,0.0394955209383234,0.0501531415262525,0.0261530444044711,0.0614765817405424,0.0411205969970862,0.069687942826262,0.0298704900136512,0,0.0536368002367215,0.101401961377096,0.0559244597332612,0.0213283412386461,0.0452696429556768,0.0449829188373481,0,0.065846868375154,0.0519092848618448,0.014318295187561,0.0341774613093787,0.0688387142932472
"413",0.0647507601477558,0.0528933997105252,0.0396081913886899,0.0502729466007131,0.0263873676230075,0.0611861681325829,0.0411097886196102,0.0701727728310463,0.0300122508534017,0,0.053732572113988,0.100916045215213,0.055735332833453,0.0212304313568506,0.0456061123866048,0.0451871871201449,0,0.065969075557525,0.0520160012362687,0.0144322203496184,0.0343718332636967,0.0688550063492363
"414",0.0591269309085915,0.0479500847433679,0.0364703098990101,0.0469128361583857,0.0231170148149529,0.0586066858800525,0.0358871148924361,0.0634394997128873,0.0254691526502086,0,0.0497806229308564,0.0871514969480464,0.0549983443423247,0.0182213656899148,0.0394402800495484,0.042137221837355,0,0.0616854413039324,0.0511385868981493,0.0134044497762614,0.0308606426578701,0.0662154582701142
"415",0.0655129986906727,0.0532877013255644,0.0391223099177713,0.0500234627296264,0.0272547652589198,0.0617734325079956,0.0416453995845663,0.0698205310528066,0.030766978265497,0,0.0532666184940022,0.101965943134326,0.0562878882182644,0.0216057802300124,0.0450864495414519,0.0449053746254936,0,0.0655913089170578,0.0512496413014753,0.014238724051205,0.0342028959401689,0.0680364372882647
"416",0.0651783744618804,0.0537801611897287,0.0396709526647962,0.0503120007076057,0.0266570081558099,0.0626650030040929,0.0414402533705693,0.0700559830066611,0.0301347499657515,0,0.0534208204071105,0.100911505273078,0.0564317078966075,0.0213715288808069,0.0448269216120907,0.0452667809602085,0,0.0652476719014461,0.051468692267781,0.014095726633077,0.03425265339689,0.0682811199662609
"417",0.0643802008513081,0.0522973626781207,0.0402264655740509,0.0506851966597077,0.0258964174406369,0.0616704542927722,0.0408102088829794,0.0697855981210178,0.0293802281131056,0,0.0552959047335609,0.10072415063908,0.0570993514844287,0.0218890903062282,0.0452338443899876,0.0443494318994306,0,0.0652333414394799,0.0525185515647455,0.014300609659095,0.0344782901988629,0.0684872132074475
"418",0.0660921586684016,0.0534536894742784,0.0399803996161944,0.0508372707464047,0.0250815969889881,0.0622034124631881,0.0413510733021188,0.0701211309292495,0.0293125789481477,0,0.0537233676738606,0.10182410254617,0.0563637184308263,0.021614776543588,0.0447038470846091,0.045237328779505,0,0.0650294673001133,0.0516615793791381,0.0142889630027183,0.0336528788415765,0.0692458913847304
"420",0.0651771036860241,0.0528498748164501,0.0396819334180918,0.0509879228130053,0.0258383649358337,0.0617776457142547,0.0406581934014094,0.0701368081357144,0.0290111939083095,0,0.054465044147818,0.100769578566758,0.0569423173126887,0.0218497317682147,0.044855656251227,0.0451108676763539,0,0.064697886943758,0.0521928151155612,0.0141997003385319,0.0342658860351695,0.0687757470311935
"421",0.0666365337846207,0.0538545575582754,0.0393790115610572,0.050876433199303,0.0255614115163953,0.0620666534787929,0.0405766662802283,0.0703446249608073,0.0290242470447342,0,0.053652179213958,0.101238186218808,0.0555457107120628,0.0215222179363843,0.044690027337257,0.0452689882615292,0,0.0651816819768962,0.0513878181584597,0.0143250860754963,0.0340649982273773,0.0690748344730224
"423",0.0645575264481617,0.0530590448147099,0.039570613253131,0.0488247933315019,0.0276099934025472,0.0614933207948528,0.0411714404661205,0.069126997877529,0.0314067776915745,0,0.0540364610351436,0.101012632098635,0.0571793716251466,0.0211850104150185,0.0457726615335708,0.0442494675163064,0,0.0668379837688714,0.0514279650905921,0.0143468681163377,0.0346289818068243,0.0680520606031811
"424",0.0662043785885683,0.0538206265699396,0.0388354325416654,0.0506453076455618,0.0254338512420976,0.0618350000739838,0.0414447575781853,0.0704659953267274,0.0289794398324578,0,0.0530558687315322,0.102615881010418,0.0551319092015845,0.0218044190555598,0.0450737517992278,0.045526002457307,0,0.0656037844927386,0.0519301112676403,0.0143510782276775,0.0339108176184241,0.068834531422763
"425",0.0649910736347451,0.0542068771715722,0.0390690048756422,0.0501632084279209,0.0268679156815242,0.0616498268454622,0.0415496050441317,0.0706858762018155,0.0306708237322743,0,0.0529355042773588,0.102008170197147,0.0556667271613615,0.0213877423911575,0.044684123480718,0.0450472449607115,0,0.0652708401786124,0.0516400503879706,0.0142143468121282,0.0342119195556569,0.0685387495597994
"427",0.0681708216988018,0.0536625466812009,0.0387763939968677,0.0508798376742383,0.0249460595867913,0.0622885816799561,0.0406808407101442,0.0712104603555505,0.0289226817410469,0,0.0537442772003657,0.100894533659155,0.0551619972875159,0.021640994501831,0.0442097847954534,0.0448093776727215,0,0.0643095871435208,0.0511304654184983,0.0142061057096579,0.0337032596410965,0.069597276975434
"429",0.0657696491865384,0.053027703540602,0.0384404852493294,0.049898180636489,0.0262928292298122,0.0625128365046816,0.0418090492869943,0.0702673167293322,0.029634046067533,0,0.0531260344841054,0.101550693989738,0.0560546129957271,0.0212437997024223,0.0450067175946898,0.0448532190722789,0,0.06619329255271,0.0519644088257979,0.0142804184470005,0.0340187210227834,0.0684938244303429
"430",0.0663015379654441,0.0543508055267111,0.0387408002299208,0.0500119113444181,0.0271793912085879,0.0621202771221164,0.0415154915557257,0.0697947050372982,0.0301451082457764,0,0.0519652439907546,0.10219423251933,0.0556043269509657,0.0214006931457393,0.0451036514130899,0.0450589115645421,0,0.06608189597438,0.0512770144153576,0.0144202720123191,0.0339864625756192,0.0689252318951327
"431",0.064841475203004,0.0533579524650907,0.0393385459047541,0.0500018231064019,0.0269221674910049,0.0616077648477908,0.0415488105483851,0.0695112389819226,0.0302246981568167,0,0.0535127692119433,0.101641680391792,0.0567117382608079,0.0215848533507818,0.0448934756400451,0.044810545605069,0,0.065798013053745,0.0514129575809496,0.0140666380526519,0.0342368688369651,0.0684285784854211
