"","A","R","N","D","C","E","Q","G","H","O","I","L","K","M","F","P","U","S","T","W","Y","V"
"415",0.0657324914889305,0.0548704731001658,0.0359948354283814,0.0454418078300626,0.0271748811666567,0.0651931526943527,0.0483749651425433,0.0556960520046073,0.0254136429562328,0,0.0475789053945311,0.105964791474245,0.0541856979926622,0.0232540415291645,0.0401747527693592,0.0560932755147,0,0.0884324266591586,0.0553431731633994,0.010962148703708,0.0299299332889928,0.0627459832727903
"416",0.067839438202188,0.0552544932789557,0.0353085655487981,0.045220830417836,0.0252193802108027,0.0681623541503202,0.0490683220990323,0.0548834871075694,0.0253357961446791,0,0.0489346270398363,0.106867532047593,0.0558122310394097,0.0235315161291343,0.0393637774288215,0.0544448597129105,0,0.0855152057339822,0.0546307137961731,0.0107575837081327,0.0298924721712106,0.06266255926125
"417",0.0653031476520234,0.0522621881139545,0.0364985673472492,0.0435800750517537,0.027735740257176,0.0622283297800748,0.0469957545455711,0.0545525008007078,0.0252904808391568,0,0.052747461669647,0.108856423251499,0.0541303194390752,0.0248680462654612,0.0419767265407687,0.0539623404782842,0,0.0850705038015725,0.0563542558014576,0.0103648415427548,0.0318509809329809,0.0633193122504143
"418",0.0678194925514561,0.0559055458496811,0.0358921131446199,0.0463261526722639,0.0252941171969944,0.0692789729568874,0.0496150336911705,0.0553960630927342,0.0249635445650182,0,0.0472913379008672,0.104429008229607,0.0575228884299928,0.0229944464576062,0.0383049496054447,0.0554937156706603,0,0.0853707371894478,0.0550129416963094,0.0109449675019284,0.0291615513060271,0.0618240571882819
"420",0.0667143337119251,0.053866394836209,0.0357582648215305,0.0437028162734628,0.027611509468112,0.0630803280712415,0.046694433922475,0.0548534826279574,0.02533333183059,0,0.0515465337029583,0.108307087476255,0.0544122119548611,0.0245155575343057,0.0422236993135534,0.0546172652565786,0,0.0833878958026143,0.0556735502513979,0.0108298501657169,0.0313612960702851,0.0641666946293122
"421",0.0701840120560382,0.0582415988469241,0.0354306482656314,0.0461916501792737,0.0260352285276726,0.068601155792957,0.0496501693750185,0.0578716209357738,0.0256975897976502,0,0.0453525421196056,0.104830900073086,0.0556003257448762,0.0226416854996979,0.0379246761343515,0.0569019106266476,0,0.0827723475493514,0.052627270736485,0.0113655678392141,0.0289826295512404,0.0612784351150223
"423",0.0663595090881238,0.0544070864688182,0.0359050428805257,0.0460228574919161,0.0258139022349267,0.0690752676800149,0.0488625762633134,0.0543169860198342,0.0250138537125876,0,0.0481002006179366,0.106406615763143,0.0572440130395896,0.0231562820478326,0.0398660995111526,0.0536073773063487,0,0.0858077343850814,0.054734633842204,0.0114074996307426,0.029291426107621,0.0633438972822109
"424",0.0667044623473413,0.0549737759909589,0.0353572099873033,0.0441049947901805,0.0274882374080994,0.062011360564618,0.0466135467311419,0.0556878727554563,0.0257718078593647,0,0.0502396607821047,0.10816068484307,0.053423548910867,0.0241798233728947,0.0415020193134696,0.0554172623215178,0,0.0850140877332184,0.0559742274438427,0.0108808013194969,0.0313747121479378,0.0636808993029742
"425",0.0687859006975769,0.059790258759799,0.0349921948974236,0.0485660281314762,0.0232182068036835,0.0746520861311465,0.0525753178063477,0.0575852018946356,0.0258589387142694,0,0.0421741499683516,0.101643058716544,0.058975372513431,0.0213792978643867,0.0342930125998284,0.0580743342487692,0,0.0849615555372225,0.0530398179662225,0.0111691813234294,0.0271275602794036,0.0591489968332626
"427",0.0701855161972548,0.0608023299285852,0.0354559354702201,0.0484651764213638,0.0251622379269953,0.074721039962029,0.0533169750891375,0.0598527463613482,0.0250426752419176,0,0.0402673669703523,0.0994863146753635,0.0586723441391282,0.0201325670950161,0.0341156903550348,0.0596608578650253,0,0.0824105280774977,0.0517203678062102,0.0118665375168815,0.0270021234229968,0.0594990707582103
"429",0.0663831292767694,0.0532933001743868,0.0353253309458891,0.0435428303235463,0.0274260898186026,0.0627178026170412,0.0467348530584963,0.0548121763441786,0.0255280336254587,0,0.0512791548552211,0.111150145187183,0.0535725206026498,0.0244738109724424,0.0423971428552757,0.0533961230820895,0,0.0846417601422274,0.0550112521275632,0.0107355820914246,0.0312579519401087,0.0644375552872351
